@@object,@@object_lifecycle_length,@@object_general_interaction_graph,@@ocel_lif_activity_A_Validating,@@ocel_lif_activity_A_Incomplete,@@ocel_lif_activity_W_Call incomplete files,@@ocel_lif_activity_A_Accepted,@@ocel_lif_activity_A_Concept,@@ocel_lif_activity_W_Validate application,@@ocel_lif_activity_W_Shortened completion ,@@ocel_lif_activity_O_Created,@@ocel_lif_activity_O_Returned,@@ocel_lif_activity_O_Sent (online only),@@ocel_lif_activity_A_Cancelled,@@ocel_lif_activity_W_Assess potential fraud,@@ocel_lif_activity_A_Pending,@@ocel_lif_activity_W_Call after offers,@@ocel_lif_activity_O_Create Offer,@@ocel_lif_activity_W_Personal Loan collection,@@ocel_lif_activity_W_Handle leads,@@ocel_lif_activity_A_Submitted,@@ocel_lif_activity_O_Refused,@@ocel_lif_activity_O_Sent (mail and online),@@ocel_lif_activity_A_Denied,@@ocel_lif_activity_A_Create Application,@@ocel_lif_activity_A_Complete,@@ocel_lif_activity_O_Cancelled,@@ocel_lif_activity_O_Accepted,@@ocel_lif_activity_W_Complete application,@@object_lifecycle_unq_act,cluster
 Application_1068218912 Offer_1214293885 Offer_984941995,21,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,1,0,2,0,1,1,4,0,1,18,0
 Offer_634270802 Offer_317469143 Application_709929024,24,4,1,0,0,1,1,1,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,22,4
 Offer_1970548465 Application_347787380 Offer_499420295,24,4,1,0,0,1,1,2,0,4,1,0,0,0,1,2,2,0,0,0,0,2,0,1,1,2,2,1,21,4
 Offer_2131508944 Application_1546754076,30,2,4,3,3,1,1,4,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Offer_638693632 Application_1365381023 Offer_1413672442,22,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,1,1,0,2,0,1,1,4,0,1,19,0
 Application_1981969728 Offer_2000916147,21,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,1,1,0,1,0,1,1,0,2,1,21,0
 Offer_213731049 Offer_1295368850 Application_665878125,20,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,0,0,2,0,1,1,4,0,1,17,0
 Offer_393832839 Offer_1303352074 Application_1044911465,22,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,1,1,0,2,0,1,1,4,0,1,19,0
 Application_1613424593 Offer_1979612831 Offer_1042920402,28,4,2,1,1,1,1,2,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,4
 Application_862160604 Offer_306682674 Offer_1907190632,20,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,0,0,2,0,1,1,4,0,1,17,0
 Offer_1915747752 Application_60181210,23,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,1,1,0,1,0,1,1,0,2,1,21,0
 Application_369018038 Offer_1282018738,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Offer_871055597 Application_920048730 Offer_363292271,20,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,0,0,2,0,1,1,4,0,1,17,0
 Application_220402598 Offer_2053750576,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Offer_1364724660 Application_1947668470,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_1891068953 Application_1301925609,19,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Offer_1140904938 Application_2070389081 Offer_1363765075,27,4,2,1,1,1,1,2,0,4,1,0,0,0,0,2,2,0,0,0,4,2,1,1,1,0,0,1,22,4
 Application_864903752 Offer_789190623 Offer_1813656576,26,4,1,1,1,1,1,1,0,4,1,0,0,0,0,2,2,0,0,1,4,2,1,1,1,0,0,1,23,4
 Application_1159653941 Offer_138887554,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Application_663648942 Offer_824319064 Offer_2089640789,21,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,1,0,2,0,1,1,4,0,1,18,0
 Application_1616009132 Offer_1572067737,19,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Offer_1867716144 Application_53530491,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Application_1953406738 Offer_940920291 Offer_2113774528,22,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,1,1,0,2,0,1,1,4,0,1,19,0
 Offer_1232826230 Application_1413308979,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_549751874 Application_1308403282 Offer_191688588,25,4,1,1,1,1,1,1,0,4,1,0,0,0,1,2,2,0,0,1,0,1,0,1,1,2,2,1,23,4
 Offer_1949442096 Application_212010049,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Application_1946680177 Offer_1409550533,31,2,4,3,3,1,1,5,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Application_948316229 Offer_418058800 Offer_1776591059,32,4,3,2,2,1,1,3,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,1
 Offer_275638981 Application_1138826038,26,2,3,2,2,1,1,3,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Application_369105792 Offer_1956246854,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_1998350808 Offer_2012377160,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_1301009504 Offer_693199213,16,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,1,1,0,1,0,1,1,2,0,1,16,3
 Offer_195096923 Application_547462088,16,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,1,1,0,1,0,1,1,2,0,1,16,3
 Offer_2077320317 Application_223366470,19,2,1,1,1,1,1,1,0,2,1,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,19,0
 Application_1130151790 Offer_1463749777,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Offer_1088716903 Application_1791187926 Offer_193019119 Offer_550765580,26,6,0,0,0,1,1,0,0,6,0,0,1,0,0,2,3,0,0,1,0,2,0,1,1,6,0,1,20,4
 Offer_1408783557 Application_421364849,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Application_1268592022 Offer_692933399 Offer_1956925417,26,4,1,1,1,1,1,1,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,4
 Application_1955353500 Offer_1288618901,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Offer_1096349536 Offer_1638445832 Application_485131054,23,4,1,0,0,1,1,1,0,4,1,0,0,0,0,2,2,0,0,0,4,2,1,1,1,0,0,1,20,4
 Offer_1477041866 Offer_75820544 Offer_1856260821 Offer_1086880895 Application_1979402314,33,8,0,0,0,1,1,0,0,8,0,1,1,0,0,2,4,0,0,1,0,3,0,1,1,8,0,1,24,1
 Offer_602753079 Application_1723028098,18,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,1,2,1,1,1,1,0,0,1,18,0
 Offer_556250485 Application_1946236735,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Offer_1551614814 Application_1428307326,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_1594153997 Application_1310063638,18,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,1,2,1,1,1,1,0,0,1,18,0
 Application_1499869275 Offer_693333617,23,2,2,2,2,1,1,2,0,2,1,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,19,5
 Application_1141114991 Offer_1656650409,17,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,0,2,1,1,1,1,0,0,1,17,0
 Offer_1884983504 Application_918770224 Offer_1479921076 Offer_1164038439 Offer_1855813788,44,8,3,2,2,1,1,3,0,8,1,0,0,0,1,2,4,0,0,1,0,4,0,1,1,6,2,1,30,2
 Offer_511816523 Application_1016816804,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Offer_520979602 Application_1650844500,30,2,4,3,3,1,1,4,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Application_1854801140 Offer_883566100 Offer_238236189 Offer_823242569 Offer_1457289710,33,8,0,0,0,1,1,0,0,8,0,0,1,0,0,2,4,0,1,1,0,3,0,1,1,8,0,1,24,1
 Offer_76294031 Offer_916816986 Application_2078020265,24,4,1,0,0,1,1,1,0,4,1,0,0,0,0,2,2,0,0,1,4,2,1,1,1,0,0,1,21,4
 Offer_786363811 Application_567907480,19,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Offer_1846816998 Application_748088065,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Application_572814439 Offer_1872722289,28,2,3,3,3,1,1,3,0,2,1,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,20,5
 Application_256650628 Offer_1588510169,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Offer_1726748288 Application_1151254747 Offer_1169554621 Offer_1966913011,28,6,0,0,0,1,1,0,0,6,0,0,1,0,0,2,3,0,1,1,0,3,0,1,1,6,0,1,22,4
 Offer_1967697991 Offer_1514762740 Application_972938507,24,4,1,0,0,1,1,1,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,22,4
 Offer_1646116624 Application_360475310,24,2,2,2,2,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Offer_1607617345 Application_19324985,16,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,1,1,0,1,0,1,1,2,0,1,16,3
 Application_1643165806 Offer_988277897,18,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,1,2,1,1,1,1,0,0,1,18,0
 Application_418070482 Offer_1308392171 Offer_2064887408,28,4,2,1,1,1,1,2,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,4
 Application_1248349972 Offer_1687831636,25,2,2,2,2,1,1,2,0,2,1,0,1,0,0,2,1,0,1,1,0,1,0,1,1,2,0,1,21,5
 Offer_94456934 Application_923963777,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Application_1746133767 Offer_594571988,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Application_920497952 Offer_128901379 Offer_1173125013,21,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,1,0,2,0,1,1,4,0,1,18,0
 Application_886515262 Offer_50800443 Offer_233398297,33,4,3,2,2,1,1,3,0,4,2,1,0,0,1,2,2,0,0,1,0,1,0,1,1,2,2,1,25,1
 Application_416441220 Offer_1517038416,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_212981795 Offer_1291699091 Application_1975617123,29,4,2,1,1,1,1,2,0,4,2,1,0,0,1,2,2,0,0,1,0,1,0,1,1,2,2,1,25,4
 Application_726777197 Offer_1468908520,16,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,1,1,0,1,0,1,1,2,0,1,16,3
 Offer_248465381 Offer_1359156095 Application_275597794 Offer_720996441,36,6,2,2,2,1,1,2,0,6,1,0,1,0,0,2,3,0,0,1,0,3,0,1,1,6,0,1,26,1
 Application_153538723 Offer_110325269,20,2,1,1,1,1,1,1,0,2,1,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,20,0
 Application_368205428 Offer_1435595287 Offer_1043318048 Offer_1941723634,30,6,1,0,0,1,1,1,0,6,1,0,0,0,1,2,3,0,0,1,0,3,0,1,1,4,2,1,25,1
 Application_923808413 Offer_2074117120,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Offer_759051189 Offer_1716842992 Offer_1265160639 Offer_36963895 Offer_2048345709 Application_1933550065 Offer_1294573660 Offer_1751029929 Offer_1772723585,57,16,0,0,0,1,1,0,0,16,0,0,1,0,0,2,8,0,0,1,0,8,0,1,1,16,0,1,36,2
 Application_854409161 Offer_358283318,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Offer_289364079 Offer_429687222 Application_346636726,26,4,2,1,1,1,1,2,0,4,1,0,0,0,1,2,2,0,0,0,0,1,0,1,1,2,2,1,22,4
 Offer_1248768908 Offer_519288791 Application_1420077883,28,4,2,1,1,1,1,2,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,4
 Offer_1079059249 Application_236257423,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_2072191482 Application_1892186837,20,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,2,1,2,1,1,1,1,0,0,1,19,0
 Offer_137196921 Application_438518989 Offer_493693356,36,4,3,3,3,1,1,3,0,4,2,1,0,0,1,2,2,0,1,1,0,1,0,1,1,2,2,1,26,1
 Offer_2102617321 Application_788421650 Offer_738274833,20,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,0,0,2,0,1,1,4,0,1,17,0
 Application_1447851462 Offer_329102970,22,2,2,1,1,1,1,3,0,2,1,0,0,0,0,2,1,0,0,0,2,1,1,1,1,0,0,1,19,0
 Offer_554865166 Application_664267418,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_323703574 Application_2118101879,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_112337907 Offer_1951069732 Application_1259601023,22,4,1,0,0,1,1,1,0,4,1,0,0,0,1,2,2,0,0,0,0,1,0,1,1,2,2,1,20,4
 Offer_724035293 Application_969058358,26,2,3,2,2,1,1,3,0,2,1,0,0,0,0,2,1,0,0,1,2,1,1,1,1,0,0,1,20,5
 Application_29490720 Offer_898275233,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Application_193978070 Offer_1285608243,21,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,1,1,0,1,0,1,1,0,2,1,21,0
 Application_1916415976 Offer_967199272,26,2,3,2,2,1,1,3,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Offer_446712746 Application_1267839101,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Application_1101248362 Offer_1972063444,20,2,1,1,1,1,1,1,0,2,1,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,20,0
 Application_1800870760 Offer_935859805 Offer_2090933499,25,4,1,1,1,1,1,1,0,4,1,0,0,0,1,2,2,0,0,0,0,2,0,1,1,2,2,1,23,4
 Offer_289137857 Application_1484851617 Offer_1852407632,20,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,0,0,2,0,1,1,4,0,1,17,0
 Offer_823937503 Offer_1515319619 Offer_1831052178 Application_402039661 Offer_336679341,33,8,0,0,0,1,1,0,0,8,0,0,0,0,0,2,4,0,0,1,8,4,1,1,1,0,0,1,24,1
 Application_1494501575 Offer_1068527082,28,2,3,3,3,1,1,3,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Application_1675166178 Offer_1047098629,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Application_297421946 Offer_41515501,20,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Application_920229339 Offer_307559372,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Offer_776349166 Offer_1126064152 Application_562322973,21,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,1,0,2,0,1,1,4,0,1,18,0
 Offer_1371458877 Offer_1474158893 Offer_1857625418 Application_722397148 Offer_536954758,40,8,2,1,1,1,1,2,0,8,1,0,0,0,1,2,4,0,0,1,0,4,0,1,1,6,2,1,30,1
 Offer_1426680845 Offer_279210137 Offer_1819459217 Offer_551006451 Offer_1595475693 Application_1645236489,37,10,0,0,0,1,1,0,0,10,0,0,1,0,0,2,5,0,0,0,0,4,0,1,1,10,0,1,25,1
 Offer_846315624 Application_1868808301 Offer_2007331102,30,4,2,2,2,1,1,2,0,4,2,1,0,0,1,2,2,0,0,0,0,1,0,1,1,2,2,1,24,4
 Application_1702060008 Offer_1348716891,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Offer_1261858652 Application_2059945768,23,2,2,2,2,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,0,19,5
 Offer_1276562530 Offer_115310493 Offer_1406099467 Offer_317904844 Application_2115613475 Offer_401109977,39,10,0,0,0,1,1,0,0,10,0,0,1,0,0,2,5,0,0,1,0,5,0,1,1,10,0,1,27,1
 Application_409724822 Offer_352841534,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_1479255614 Application_788960916,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_1807951250 Offer_189518960,25,2,3,2,2,1,1,3,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,5
 Application_944177310 Offer_1914237031 Offer_1790808751,20,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,1,0,1,0,1,1,4,0,1,17,0
 Offer_370993101 Application_1277100580,22,2,2,1,1,1,1,3,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Offer_1536521021 Application_1943199357,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Application_1462709587 Offer_816368675,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Application_1911804233 Offer_1774399875,16,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,1,1,0,1,0,1,1,2,0,1,16,3
 Offer_559894249 Application_1195396325,30,2,4,3,3,1,1,4,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Offer_166386211 Application_1274070913 Offer_1632821088,20,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,0,0,2,0,1,1,4,0,1,17,0
 Offer_1390224189 Application_503966930,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Offer_1456773456 Application_1362293013 Offer_1140780453,29,4,2,2,2,1,1,2,0,4,1,0,0,0,1,2,2,0,0,0,0,2,0,1,1,2,2,1,23,4
 Offer_1972972359 Offer_1546276390 Offer_169742869 Application_866541745 Offer_1298883035,31,8,0,0,0,1,1,0,0,8,0,0,1,0,0,2,4,0,0,0,0,3,0,1,1,8,0,1,22,1
 Offer_1819520718 Application_200000547 Offer_2036431935,36,4,4,3,3,1,1,4,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,1
 Offer_1802739122 Application_948906324,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Offer_1424657423 Offer_1100356516 Application_1172125329,24,4,1,0,0,1,1,1,0,4,1,0,0,0,0,2,2,0,0,1,4,2,1,1,1,0,0,1,21,4
 Application_1931792282 Offer_1570092010,15,2,0,0,0,1,1,0,0,2,0,0,0,0,0,2,1,0,0,1,2,1,1,1,1,0,0,1,15,3
 Offer_690037167 Application_275338795,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Offer_130836581 Application_243636886,16,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,1,1,0,1,0,1,1,2,0,1,16,3
 Application_1838732360 Offer_1455040087,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Application_125495187 Offer_1063966371,19,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,1,1,2,1,1,1,1,0,0,1,19,0
 Offer_367936110 Offer_1290163705 Application_2006366791 Offer_1715428613 Offer_1604075743 Offer_2082120782,47,10,2,2,2,1,1,2,0,10,1,0,0,0,1,2,5,0,0,0,0,5,0,1,1,8,2,1,32,2
 Offer_1270120431 Application_1930449097,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Offer_1716231833 Application_1640008006,19,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,1,1,0,1,0,1,1,0,2,1,19,0
 Application_1281827491 Offer_1144412111,24,2,2,2,2,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Offer_447277804 Application_1854554571,24,2,2,1,1,1,1,3,0,2,1,0,0,0,1,2,1,0,1,1,0,1,0,1,1,0,2,1,21,0
 Offer_1847351362 Application_13372270,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Offer_1468464301 Application_1492351094 Offer_1245613809,26,4,1,1,1,1,1,1,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,4
 Offer_540043589 Application_675506291,19,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,1,1,0,1,0,1,1,0,2,1,19,0
 Offer_1042193341 Application_898874076 Offer_531162697 Offer_1970712508 Offer_407837490,33,8,0,0,0,1,1,0,0,8,0,0,1,0,0,2,4,0,0,1,0,4,0,1,1,8,0,1,24,1
 Offer_1238129220 Application_1251541081,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Application_1853222107 Offer_1130618261,19,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,1,1,2,1,1,1,1,0,0,1,19,0
 Offer_1773919249 Offer_1380570078 Application_1629784556,28,4,2,1,1,1,1,2,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,4
 Offer_1115688610 Offer_1823179775 Application_190984886,28,4,2,1,1,1,1,2,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,4
 Application_911291915 Offer_1392182266,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Application_1179942266 Offer_1841585054,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Application_1807570830 Offer_882651276,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Offer_1234691488 Application_88479581,25,2,3,2,2,1,1,3,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,5
 Offer_1162825397 Offer_1466388361 Application_804815556,24,4,1,0,0,1,1,1,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,22,4
 Application_1669670154 Offer_757816300,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Application_1231177181 Offer_1138974981 Offer_882792332 Offer_659630981,32,6,2,1,1,1,1,2,0,6,1,1,0,0,1,2,3,0,0,0,0,1,0,1,1,4,2,1,25,1
 Offer_1929601247 Application_989064530,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Application_2063036518 Offer_31172689,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_812253537 Application_1174199914,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Application_1891076145 Offer_622934060,29,2,4,3,3,1,1,4,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,0,19,5
 Offer_1266152625 Application_1226577675,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Application_987213908 Offer_1932862079,21,2,1,1,1,1,1,1,0,2,1,0,0,0,0,2,1,0,1,1,2,1,1,1,1,0,0,1,21,0
 Application_373612346 Offer_1795302099,19,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Offer_763115027 Application_678686961 Offer_414620466,28,4,2,1,1,1,1,2,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,4
 Application_1247929652 Offer_1312763290,23,2,2,2,2,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,5
 Application_1880024094 Offer_1197841364,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Application_829714042 Offer_737245878,19,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,0,19,0
 Application_111956933 Offer_1358228245 Offer_1827942361 Offer_150891733 Offer_959887482 Offer_2110135265,38,10,0,0,0,1,1,0,0,10,0,0,1,0,0,2,5,0,0,1,0,4,0,1,1,10,0,1,26,1
 Application_1922956945 Offer_1186274216,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_1562741414 Offer_1825840394,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,0,17,0
 Offer_1829162121 Application_983392205 Offer_1523253902,32,4,3,2,2,1,1,3,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,1
 Offer_1385372401 Offer_973694397 Application_929235447 Offer_524567372 Offer_454127323,34,8,0,0,0,1,1,0,0,8,0,0,1,0,0,2,4,0,1,1,0,4,0,1,1,8,0,1,25,1
